Metro,Date,ZORI,ZHVI,Income,Population,AffordabilityRatio
"Colorado Springs, CO",2015-01-31,1050.4451870596006,234750.077698764,89792.0,768832.0,2.6143763107934337
"Boulder, CO",2015-01-31,1472.575958433854,396100.45274969673,95363.0,326831.0,4.153607297900619
"Grand Junction, CO",2015-01-31,876.2770178855275,200813.83739582248,64722.0,159681.0,3.1027137201542363
"Colorado Springs, CO",2015-02-28,1057.6662418997194,236066.1060761298,89792.0,768832.0,2.6290327209119946
"Boulder, CO",2015-02-28,1486.561886877647,400511.2760254238,95363.0,326831.0,4.199860281507752
"Grand Junction, CO",2015-02-28,874.6217050998421,202164.6100818126,64722.0,159681.0,3.1235840994068877
"Colorado Springs, CO",2015-03-31,1062.0972875003329,237289.64455935007,89792.0,768832.0,2.642659084989198
"Boulder, CO",2015-03-31,1491.4631177693043,405364.7896737932,95363.0,326831.0,4.250755425833847
"Grand Junction, CO",2015-03-31,878.9889942685762,203361.30998248924,64722.0,159681.0,3.142073946764458
"Colorado Springs, CO",2015-04-30,1067.9424140370886,238438.35788539416,89792.0,768832.0,2.655452132544037
"Boulder, CO",2015-04-30,1504.348067241964,409019.61104716576,95363.0,326831.0,4.289080786543688
"Pueblo, CO",2015-04-30,763.3191953041201,129651.95157279116,65161.0,169422.0,1.9897170327771392
"Grand Junction, CO",2015-04-30,886.1507954968954,204474.85869311,64722.0,159681.0,3.159279050293718
"Colorado Springs, CO",2015-05-31,1077.275810781785,239371.1018725748,89792.0,768832.0,2.665839962052018
"Boulder, CO",2015-05-31,1513.094023532213,412790.9643393506,95363.0,326831.0,4.328628129770986
"Pueblo, CO",2015-05-31,770.0669097114617,130501.18559777467,65161.0,169422.0,2.002749890237637
"Grand Junction, CO",2015-05-31,899.776442981755,205494.722547556,64722.0,159681.0,3.1750366575129942
"Colorado Springs, CO",2015-06-30,1084.1383347595788,240281.559806766,89792.0,768832.0,2.6759795951395002
"Boulder, CO",2015-06-30,1536.7196499361748,416162.792259854,95363.0,326831.0,4.363985951153529
"Pueblo, CO",2015-06-30,764.393689955825,131398.34831719025,65161.0,169422.0,2.0165182903453025
"Grand Junction, CO",2015-06-30,904.972221045806,206428.949954,64722.0,159681.0,3.1894711219368994
"Colorado Springs, CO",2015-07-31,1092.1092316912243,241496.7348100801,89792.0,768832.0,2.689512816398789
"Boulder, CO",2015-07-31,1557.3497011563268,420428.1772851858,95363.0,326831.0,4.408713833302075
"Pueblo, CO",2015-07-31,771.3192225383201,132357.8918328319,65161.0,169422.0,2.0312440237693083
"Grand Junction, CO",2015-07-31,904.8181932791264,207398.3584485231,64722.0,159681.0,3.2044491586867387
"Colorado Springs, CO",2015-08-31,1095.7453487023622,243098.23587045624,89792.0,768832.0,2.7073484928552234
"Boulder, CO",2015-08-31,1581.1713267801174,425200.8880169543,95363.0,326831.0,4.458761658263208
"Pueblo, CO",2015-08-31,774.094111696666,133455.20638056155,65161.0,169422.0,2.0480840745317224
"Grand Junction, CO",2015-08-31,899.3645802291923,208248.86905244915,64722.0,159681.0,3.2175901401756613
"Colorado Springs, CO",2015-09-30,1097.870338819368,244835.0915243133,89792.0,768832.0,2.7266915930630042
"Boulder, CO",2015-09-30,1582.1024266413206,430961.902458185,95363.0,326831.0,4.519173080316108
"Pueblo, CO",2015-09-30,795.7430629339409,134489.06463694395,65161.0,169422.0,2.0639502867811106
"Grand Junction, CO",2015-09-30,900.0953160134724,209227.14804951337,64722.0,159681.0,3.2327052323709617
"Colorado Springs, CO",2015-10-31,1101.3133935008882,246505.32291351483,89792.0,768832.0,2.7452927088550743
"Boulder, CO",2015-10-31,1578.54422253854,436790.3852717076,95363.0,326831.0,4.580291992404891
"Pueblo, CO",2015-10-31,795.5773971367215,135609.51409644607,65161.0,169422.0,2.0811453798506174
"Grand Junction, CO",2015-10-31,901.3726703502088,209953.998616758,64722.0,159681.0,3.243935580123575
"Colorado Springs, CO",2015-11-30,1103.5256242223504,248151.63404005265,89792.0,768832.0,2.7636274282792748
"Boulder, CO",2015-11-30,1567.4810596345314,442483.8532671896,95363.0,326831.0,4.639995105724333
"Pueblo, CO",2015-11-30,802.7104541038824,136638.41719631036,65161.0,169422.0,2.0969355472799736
"Grand Junction, CO",2015-11-30,905.0491820775804,210747.6170697572,64722.0,159681.0,3.256197538236723
"Colorado Springs, CO",2015-12-31,1105.525520709017,249914.69502163585,89792.0,768832.0,2.78326237328087
"Boulder, CO",2015-12-31,1564.9751143867122,447716.7613763415,95363.0,326831.0,4.6948686741853916
"Pueblo, CO",2015-12-31,796.2413394571187,137796.76370480563,65161.0,169422.0,2.1147122313163647
"Grand Junction, CO",2015-12-31,897.7201805143654,211658.92631963216,64722.0,159681.0,3.2702779011716596
"Colorado Springs, CO",2016-01-31,1106.660792331868,251639.3171503117,89792.0,768832.0,2.8024692305585317
"Boulder, CO",2016-01-31,1575.5881453469967,453637.1139336412,95363.0,326831.0,4.7569509551255855
"Pueblo, CO",2016-01-31,794.7717551571283,138884.04054535864,65161.0,169422.0,2.131398237371413
"Grand Junction, CO",2016-01-31,896.711579626316,213004.8630974271,64722.0,159681.0,3.2910735622729073
"Colorado Springs, CO",2016-02-29,1110.6709691071687,253317.25641766688,89792.0,768832.0,2.8211561878303955
"Boulder, CO",2016-02-29,1583.3441533310452,459090.38470864686,95363.0,326831.0,4.814135300993539
"Pueblo, CO",2016-02-29,793.0444016205699,139965.3570592157,65161.0,169422.0,2.147992772658733
"Grand Junction, CO",2016-02-29,894.5385638101418,214398.90522673447,64722.0,159681.0,3.312612484576102
"Colorado Springs, CO",2016-03-31,1119.241296962027,254939.8494551461,89792.0,768832.0,2.8392267624637615
"Boulder, CO",2016-03-31,1610.1859912779871,464309.76137167495,95363.0,326831.0,4.868866975364397
"Pueblo, CO",2016-03-31,796.9610358702906,140940.60078959283,65161.0,169422.0,2.162959451045761
"Grand Junction, CO",2016-03-31,906.145223811316,215637.4375846401,64722.0,159681.0,3.3317486725478216
"Colorado Springs, CO",2016-04-30,1134.42195161246,256765.80416896744,89792.0,768832.0,2.8595621455025775
"Boulder, CO",2016-04-30,1618.7053496696342,469527.4728933373,95363.0,326831.0,4.923581188651126
"Pueblo, CO",2016-04-30,806.8693727634535,141894.24472319722,65161.0,169422.0,2.1775946459262014
"Grand Junction, CO",2016-04-30,914.5284970615808,216852.3446115616,64722.0,159681.0,3.350519832693081
"Colorado Springs, CO",2016-05-31,1143.998534464739,258702.2161329668,89792.0,768832.0,2.881127674324737
"Boulder, CO",2016-05-31,1626.3884389467803,474738.6815933224,95363.0,326831.0,4.978227211741686
"Pueblo, CO",2016-05-31,821.8881361450035,143052.25527478778,65161.0,169422.0,2.1953661741653407
"Grand Junction, CO",2016-05-31,923.4903243327566,217818.7458564672,64722.0,159681.0,3.365451405340799
"Colorado Springs, CO",2016-06-30,1157.4664178776611,260563.60201715995,89792.0,768832.0,2.901857648979419
"Boulder, CO",2016-06-30,1620.315140456948,479735.6619326488,95363.0,326831.0,5.030626783266558
"Pueblo, CO",2016-06-30,828.2223682570184,144155.77171716603,65161.0,169422.0,2.2123014029429573
"Grand Junction, CO",2016-06-30,928.9258176419736,218634.04466625387,64722.0,159681.0,3.3780483400737595
"Colorado Springs, CO",2016-07-31,1159.644992464467,262166.08713210275,89792.0,768832.0,2.9197042847035677
"Boulder, CO",2016-07-31,1617.798667404915,483356.35154875874,95363.0,326831.0,5.068594229929414
"Pueblo, CO",2016-07-31,833.8584388361439,145222.2265872855,65161.0,169422.0,2.2286678624834715
"Grand Junction, CO",2016-07-31,934.9231693367154,219132.690339426,64722.0,159681.0,3.3857527631937514
"Colorado Springs, CO",2016-08-31,1169.6598404067372,263572.5582733893,89792.0,768832.0,2.935367942282044
"Boulder, CO",2016-08-31,1611.017976573644,486261.1660946896,95363.0,326831.0,5.09905483358
"Pueblo, CO",2016-08-31,831.1812491789565,146036.08579184595,65161.0,169422.0,2.2411578366177
"Grand Junction, CO",2016-08-31,935.0898873618286,219546.3963409431,64722.0,159681.0,3.3921448091984656
"Colorado Springs, CO",2016-09-30,1171.6706246723568,265074.1476114402,89792.0,768832.0,2.9520909169128675
"Boulder, CO",2016-09-30,1610.9018220278497,488635.36397670937,95363.0,326831.0,5.12395125967838
"Pueblo, CO",2016-09-30,841.0603774788025,147232.07771533783,65161.0,169422.0,2.2595122498939215
"Grand Junction, CO",2016-09-30,935.0093027345245,220024.73787287856,64722.0,159681.0,3.399535519187889
"Colorado Springs, CO",2016-10-31,1178.3567769965896,266852.4164164442,89792.0,768832.0,2.971895229156764
"Boulder, CO",2016-10-31,1594.7749088111657,491326.3789348272,95363.0,326831.0,5.152169907981368
"Pueblo, CO",2016-10-31,839.0011424485976,148583.20550942313,65161.0,169422.0,2.280247471791764
"Grand Junction, CO",2016-10-31,930.63802502081,220495.1444698301,64722.0,159681.0,3.4068036289025385
"Colorado Springs, CO",2016-11-30,1175.1372265568882,268965.4302698914,89792.0,768832.0,2.9954275466621905
"Boulder, CO",2016-11-30,1596.3756139208774,494736.299348668,95363.0,326831.0,5.187927176668813
"Pueblo, CO",2016-11-30,834.9018394598139,150138.19739788107,65161.0,169422.0,2.304111315017895
"Grand Junction, CO",2016-11-30,924.962544909074,221242.6243878161,64722.0,159681.0,3.4183527144991825
"Colorado Springs, CO",2016-12-31,1175.185694524839,271266.15889913746,89792.0,768832.0,3.0210504153948845
"Boulder, CO",2016-12-31,1587.6886752298403,498751.417877248,95363.0,326831.0,5.230030702444848
"Pueblo, CO",2016-12-31,841.0649870211244,151527.6614232702,65161.0,169422.0,2.3254348678392014
"Grand Junction, CO",2016-12-31,915.1844179199734,222203.8314516105,64722.0,159681.0,3.4332040334292895
"Colorado Springs, CO",2017-01-31,1178.3060709141805,273499.9666685649,89792.0,768832.0,3.0459279965761414
"Boulder, CO",2017-01-31,1614.9545166700218,502846.0398051939,95363.0,326831.0,5.272967920526765
"Pueblo, CO",2017-01-31,839.6762414024493,152748.67750361786,65161.0,169422.0,2.3441733169168346
"Grand Junction, CO",2017-01-31,919.9869443583586,223243.2443215727,64722.0,159681.0,3.4492636865605624
"Colorado Springs, CO",2017-02-28,1191.5947980028618,275739.9115521332,89792.0,768832.0,3.0708739258746127
"Boulder, CO",2017-02-28,1632.8544004081232,506632.53143169614,95363.0,326831.0,5.312674008071224
"Pueblo, CO",2017-02-28,847.5362886690502,153937.44280972247,65161.0,169422.0,2.3624168261647682
"Grand Junction, CO",2017-02-28,926.0430971460464,224301.8120965187,64722.0,159681.0,3.465619296321478
"Colorado Springs, CO",2017-03-31,1207.8609966714334,277941.7016588549,89792.0,768832.0,3.0953949311615165
"Boulder, CO",2017-03-31,1657.347994954372,510625.4886702573,95363.0,326831.0,5.354545145079929
"Pueblo, CO",2017-03-31,849.2127606918393,154887.42575941328,65161.0,169422.0,2.37699583737839
"Grand Junction, CO",2017-03-31,942.1323408987748,225328.6391212387,64722.0,159681.0,3.4814844893736088
"Colorado Springs, CO",2017-04-30,1222.1403275091088,280279.26552091306,89792.0,768832.0,3.121428028342314
"Boulder, CO",2017-04-30,1662.5926711757436,514332.5274013509,95363.0,326831.0,5.39341806991549
"Pueblo, CO",2017-04-30,870.6392130517926,155657.8203177022,65161.0,169422.0,2.388818776840475
"Grand Junction, CO",2017-04-30,948.7795375742112,226690.309517018,64722.0,159681.0,3.5025232458363154
"Colorado Springs, CO",2017-05-31,1230.71221728599,282606.7235325615,89792.0,768832.0,3.1473485781869375
"Boulder, CO",2017-05-31,1669.8387137505867,517922.40503267385,95363.0,326831.0,5.431062414486476
"Pueblo, CO",2017-05-31,882.0903906097614,156173.4808571526,65161.0,169422.0,2.396732414437357
"Grand Junction, CO",2017-05-31,965.0521594887872,228231.0494869732,64722.0,159681.0,3.526328752000451
"Colorado Springs, CO",2017-06-30,1238.6197586184303,284605.2621110016,89792.0,768832.0,3.169606001770777
"Boulder, CO",2017-06-30,1680.3717044715145,520820.65245001786,95363.0,326831.0,5.4614541536027374
"Pueblo, CO",2017-06-30,890.0915930195109,157059.9575852907,65161.0,169422.0,2.4103368208789107
"Grand Junction, CO",2017-06-30,972.8097517447368,229742.1535278715,64722.0,159681.0,3.5496763624095595
"Colorado Springs, CO",2017-07-31,1242.4586096830335,286320.79338042066,89792.0,768832.0,3.188711615516089
"Boulder, CO",2017-07-31,1685.0133291045272,522751.94912017,95363.0,326831.0,5.481706208069901
"Pueblo, CO",2017-07-31,884.8877421456472,158281.85298246169,65161.0,169422.0,2.429088764482769
"Grand Junction, CO",2017-07-31,975.8244303022892,231388.91980770652,64722.0,159681.0,3.575120048943273
"Colorado Springs, CO",2017-08-31,1250.946011731375,287623.181339529,89792.0,768832.0,3.203216114347926
"Boulder, CO",2017-08-31,1687.8373075418554,523876.2861122508,95363.0,326831.0,5.493496283802426
"Pueblo, CO",2017-08-31,889.4728531869058,159653.45672103929,65161.0,169422.0,2.4501382225723867
"Grand Junction, CO",2017-08-31,974.237370623958,232951.4298648057,64722.0,159681.0,3.599261918123755
"Colorado Springs, CO",2017-09-30,1255.5229660479104,289161.6475008088,89792.0,768832.0,3.2203497806130703
"Boulder, CO",2017-09-30,1680.7865826229768,524719.3022058632,95363.0,326831.0,5.5023363590267
"Pueblo, CO",2017-09-30,886.870591136609,160977.98275094503,65161.0,169422.0,2.470465197755483
"Grand Junction, CO",2017-09-30,970.713875526276,234628.9186114317,64722.0,159681.0,3.6251802881776167
"Colorado Springs, CO",2017-10-31,1258.0138006673617,290940.209867585,89792.0,768832.0,3.2401573622102746
"Boulder, CO",2017-10-31,1676.670522042132,526403.9254494064,95363.0,326831.0,5.5200017349433885
"Pueblo, CO",2017-10-31,893.0762915257482,162461.40861763505,65161.0,169422.0,2.4932307456551475
"Grand Junction, CO",2017-10-31,974.518336666867,235998.1913096037,64722.0,159681.0,3.6463365055097756
"Colorado Springs, CO",2017-11-30,1257.3226008517847,293126.1795767816,89792.0,768832.0,3.264502178109203
"Boulder, CO",2017-11-30,1675.370439711808,528292.3824199009,95363.0,326831.0,5.539804561726255
"Pueblo, CO",2017-11-30,883.9088925788359,164234.49549287136,65161.0,169422.0,2.5204416060660724
"Grand Junction, CO",2017-11-30,979.2393312066074,237338.92536814045,64722.0,159681.0,3.667051780973092
"Colorado Springs, CO",2017-12-31,1262.6285784055754,295826.8617283648,89792.0,768832.0,3.294579269070349
"Boulder, CO",2017-12-31,1691.5994801448437,530217.8566367741,95363.0,326831.0,5.559995560508521
"Pueblo, CO",2017-12-31,880.1201550313785,166020.31557053482,65161.0,169422.0,2.5478478778799407
"Grand Junction, CO",2017-12-31,982.6007732196152,238828.3654411777,64722.0,159681.0,3.6900646679827216
"Colorado Springs, CO",2018-01-31,1275.6924634151767,298775.7911446004,89792.0,768832.0,3.3274210524835217
"Boulder, CO",2018-01-31,1698.373134237764,531269.3051032601,95363.0,326831.0,5.571021309137297
"Pueblo, CO",2018-01-31,879.8687453056353,167724.85515191825,65161.0,169422.0,2.574006770183365
"Grand Junction, CO",2018-01-31,986.8726683897776,240524.6738996681,64722.0,159681.0,3.71627381569896
"Colorado Springs, CO",2018-02-28,1283.8871509070811,302082.91870492714,89792.0,768832.0,3.364252034757296
"Boulder, CO",2018-02-28,1710.5841964310268,532205.6907212902,95363.0,326831.0,5.580840480283655
"Pueblo, CO",2018-02-28,883.8946957921977,169358.5666699816,65161.0,169422.0,2.5990786923156737
"Grand Junction, CO",2018-02-28,988.6748140120144,242266.5687362056,64722.0,159681.0,3.7431873047218196
"Colorado Springs, CO",2018-03-31,1292.591357308066,305250.7055209319,89792.0,768832.0,3.3995312001172926
"Boulder, CO",2018-03-31,1711.8925491242676,533741.3604141851,95363.0,326831.0,5.596943892434016
"Pueblo, CO",2018-03-31,900.2972828140057,171034.19616410366,65161.0,169422.0,2.624793912986352
"Grand Junction, CO",2018-03-31,1006.6423385490284,244015.30080793213,64722.0,159681.0,3.7702064337927155
"Colorado Springs, CO",2018-04-30,1298.8397203336049,308174.43949859875,89792.0,768832.0,3.4320923857203174
"Boulder, CO",2018-04-30,1727.1477264964096,535674.4442494924,95363.0,326831.0,5.617214687556939
"Pueblo, CO",2018-04-30,900.82544427238,172499.05712673653,65161.0,169422.0,2.6472745526731716
"Grand Junction, CO",2018-04-30,1015.0928967092108,245775.95818648595,64722.0,159681.0,3.797409817163962
"Colorado Springs, CO",2018-05-31,1308.795247923404,310440.5023917807,89792.0,768832.0,3.4573291873639156
"Boulder, CO",2018-05-31,1738.0163929223029,538301.2906734137,95363.0,326831.0,5.644760448742318
"Pueblo, CO",2018-05-31,905.9028392572208,174091.87264012452,65161.0,169422.0,2.671718860056238
"Grand Junction, CO",2018-05-31,1026.4617555933244,247509.404704836,64722.0,159681.0,3.824192773783814
"Colorado Springs, CO",2018-06-30,1311.8792590424232,312160.3006544747,89792.0,768832.0,3.476482321971609
"Boulder, CO",2018-06-30,1751.2574011616696,540638.0620600664,95363.0,326831.0,5.669264411355205
"Pueblo, CO",2018-06-30,912.0828869087962,175614.7507149512,65161.0,169422.0,2.6950898653328093
"Grand Junction, CO",2018-06-30,1030.118067275436,249235.7761610359,64722.0,159681.0,3.8508664157633556
"Colorado Springs, CO",2018-07-31,1316.1736571828585,314281.4765074346,89792.0,768832.0,3.5001055384381083
"Boulder, CO",2018-07-31,1761.642079347487,543035.1524905562,95363.0,326831.0,5.694400894377864
"Pueblo, CO",2018-07-31,929.5888229852012,177507.7298585115,65161.0,169422.0,2.724140664792
"Grand Junction, CO",2018-07-31,1036.6599773883502,251259.0245085409,64722.0,159681.0,3.8821270125852245
"Colorado Springs, CO",2018-08-31,1318.9950043195847,316349.0936108052,89792.0,768832.0,3.5231322791652397
"Boulder, CO",2018-08-31,1767.2464308978854,544968.9394315952,95363.0,326831.0,5.714679062441357
"Pueblo, CO",2018-08-31,943.0384775050876,179112.37340689427,65161.0,169422.0,2.748766492332749
"Grand Junction, CO",2018-08-31,1047.2633189872918,253373.19723233208,64722.0,159681.0,3.914792454379223
"Colorado Springs, CO",2018-09-30,1320.059540415478,318468.80598066974,89792.0,768832.0,3.546739197040602
"Boulder, CO",2018-09-30,1763.2914242954637,546613.5804926049,95363.0,326831.0,5.731925175304939
"Pueblo, CO",2018-09-30,944.1827475294087,180697.44318106724,65161.0,169422.0,2.773091928930913
"Grand Junction, CO",2018-09-30,1044.6503632293086,255440.697069318,64722.0,159681.0,3.94673676754918
"Colorado Springs, CO",2018-10-31,1318.3107146750876,319990.5239390933,89792.0,768832.0,3.563686341089332
"Boulder, CO",2018-10-31,1759.1934193301283,548360.6877638311,95363.0,326831.0,5.75024577418738
"Pueblo, CO",2018-10-31,938.5521638684208,181821.42890061167,65161.0,169422.0,2.790341291579498
"Grand Junction, CO",2018-10-31,1048.7042489549262,257112.6228686875,64722.0,159681.0,3.972569186191519
"Colorado Springs, CO",2018-11-30,1320.917935191266,321680.93350013794,89792.0,768832.0,3.5825121781465823
"Boulder, CO",2018-11-30,1753.2125137506523,549992.7727938372,95363.0,326831.0,5.767360221404918
"Pueblo, CO",2018-11-30,936.9038364664588,183022.0019601313,65161.0,169422.0,2.8087660097317615
"Grand Junction, CO",2018-11-30,1047.6713541411918,258512.53187696484,64722.0,159681.0,3.994198755862996
"Colorado Springs, CO",2018-12-31,1325.6584233771237,323539.3835631776,89792.0,768832.0,3.6032094570026016
"Boulder, CO",2018-12-31,1757.283836983553,551542.4267305735,95363.0,326831.0,5.7836102757943175
"Pueblo, CO",2018-12-31,933.7239197064534,184268.4491842488,65161.0,169422.0,2.8278947404774146
"Grand Junction, CO",2018-12-31,1059.523819769177,259809.73258635748,64722.0,159681.0,4.014241410746847
"Colorado Springs, CO",2019-01-31,1336.858880455573,325113.7979121868,89792.0,768832.0,3.6207434728281678
"Boulder, CO",2019-01-31,1767.9310956339546,552639.0543278466,95363.0,326831.0,5.795109783960725
"Pueblo, CO",2019-01-31,940.3962441315742,185522.896937972,65161.0,169422.0,2.847146252174951
"Grand Junction, CO",2019-01-31,1065.2752697065637,260825.5210393283,64722.0,159681.0,4.029936050173485
"Colorado Springs, CO",2019-02-28,1349.4531187165578,326674.71851790143,89792.0,768832.0,3.638127210864013
"Boulder, CO",2019-02-28,1783.0632779875823,553869.9917750927,95363.0,326831.0,5.808017698426986
"Pueblo, CO",2019-02-28,945.662854211906,186759.9509017616,65161.0,169422.0,2.8661308282832
"Grand Junction, CO",2019-02-28,1071.8064993235764,262267.85246313084,64722.0,159681.0,4.052221075725886
"Colorado Springs, CO",2019-03-31,1360.991890866239,328295.8518453957,89792.0,768832.0,3.656181528926805
"Boulder, CO",2019-03-31,1791.7458614997531,555568.8364239497,95363.0,326831.0,5.82583220351656
"Pueblo, CO",2019-03-31,937.0301524180665,188150.8732021564,65161.0,169422.0,2.8874767606721257
"Grand Junction, CO",2019-03-31,1079.4012278948717,263917.39262667584,64722.0,159681.0,4.077707620695835
"Colorado Springs, CO",2019-04-30,1368.8106354769582,330161.12929974246,89792.0,768832.0,3.6769548434130264
"Boulder, CO",2019-04-30,1800.3708268650548,557109.9642888812,95363.0,326831.0,5.84199285140863
"Pueblo, CO",2019-04-30,940.0837830383992,189771.05387029657,65161.0,169422.0,2.9123410302220125
"Grand Junction, CO",2019-04-30,1089.7614255194042,266209.65236035065,64722.0,159681.0,4.1131246308882705
"Colorado Springs, CO",2019-05-31,1373.2922345945465,331690.06773750694,89792.0,768832.0,3.6939824008542734
"Boulder, CO",2019-05-31,1810.3238574005472,557670.4001283803,95363.0,326831.0,5.847869720209937
"Pueblo, CO",2019-05-31,950.0058827208024,191385.8769819124,65161.0,169422.0,2.937123079478713
"Grand Junction, CO",2019-05-31,1099.5823672966185,268427.5964419199,64722.0,159681.0,4.147393412470565
"Colorado Springs, CO",2019-06-30,1381.4931894930955,332817.919014374,89792.0,768832.0,3.706543110904914
"Boulder, CO",2019-06-30,1813.313882146227,557901.2243655379,95363.0,326831.0,5.850290200240532
"Pueblo, CO",2019-06-30,975.9674485105692,192830.60214030696,65161.0,169422.0,2.959294702971209
"Grand Junction, CO",2019-06-30,1104.4465551145595,270606.40474275604,64722.0,159681.0,4.181057518969687
"Colorado Springs, CO",2019-07-31,1384.764735619215,333928.8259441612,89792.0,768832.0,3.7189151143104198
"Boulder, CO",2019-07-31,1818.4163947088443,558560.0530018088,95363.0,326831.0,5.8571988402400175
"Pueblo, CO",2019-07-31,994.5932570266608,194194.1304111032,65161.0,169422.0,2.9802202300625096
"Grand Junction, CO",2019-07-31,1103.8940473870791,272340.0320867389,64722.0,159681.0,4.207843269471569
"Colorado Springs, CO",2019-08-31,1391.1043826348,335260.60704900627,89792.0,768832.0,3.7337469601858326
"Boulder, CO",2019-08-31,1814.911059450743,560223.4878338921,95363.0,326831.0,5.8746420292345265
"Pueblo, CO",2019-08-31,994.1171345987572,195600.04533263168,65161.0,169422.0,3.0017962482563445
"Grand Junction, CO",2019-08-31,1117.206079005664,273693.0637745405,64722.0,159681.0,4.228748551876341
"Colorado Springs, CO",2019-09-30,1393.5312195428262,336840.62263338204,89792.0,768832.0,3.7513433561272946
"Boulder, CO",2019-09-30,1815.8085554917525,561799.1530082125,95363.0,326831.0,5.891164843893464
"Pueblo, CO",2019-09-30,983.2168579090836,196935.4762458941,65161.0,169422.0,3.022290576355398
"Grand Junction, CO",2019-09-30,1126.5611316628658,274708.24785385,64722.0,159681.0,4.244433853308767
"Colorado Springs, CO",2019-10-31,1400.075998547771,338874.2278367281,89792.0,768832.0,3.773991311438971
"Boulder, CO",2019-10-31,1811.2628154881163,563608.1848681481,95363.0,326831.0,5.910134799326238
"Pueblo, CO",2019-10-31,977.694362220556,198504.3519677536,65161.0,169422.0,3.0463674892612698
"Grand Junction, CO",2019-10-31,1125.9625858305235,275756.54056818126,64722.0,159681.0,4.260630706223251
"Colorado Springs, CO",2019-11-30,1395.8056921696736,341465.3725992138,89792.0,768832.0,3.8028485009712867
"Boulder, CO",2019-11-30,1816.823156655612,565808.8261498677,95363.0,326831.0,5.933211267995635
"Pueblo, CO",2019-11-30,974.034068220717,200152.6063003624,65161.0,169422.0,3.0716625941953373
"Grand Junction, CO",2019-11-30,1117.0412808784806,277314.6818113136,64722.0,159681.0,4.284705074183641
"Colorado Springs, CO",2019-12-31,1400.972267613333,344487.62428563816,89792.0,768832.0,3.8365068634804675
"Boulder, CO",2019-12-31,1828.4087621226256,568370.0095266384,95363.0,326831.0,5.960068470230995
"Pueblo, CO",2019-12-31,996.3780748363284,201844.92390331,65161.0,169422.0,3.097633920647473
"Grand Junction, CO",2019-12-31,1107.3669990867145,279278.34848608536,64722.0,159681.0,4.315045092643697
"Colorado Springs, CO",2020-01-31,1408.5257202935204,347484.52095184434,89792.0,768832.0,3.8698828509426715
"Boulder, CO",2020-01-31,1832.0320437323403,571895.0572047345,95363.0,326831.0,5.997032991880861
"Pueblo, CO",2020-01-31,1003.5237962517004,203344.2146790661,65161.0,169422.0,3.1206429410086725
"Grand Junction, CO",2020-01-31,1121.512362639521,281396.3168592897,64722.0,159681.0,4.347769179866038
"Colorado Springs, CO",2020-02-29,1423.0269411574382,350321.2440320309,89792.0,768832.0,3.9014750092662034
"Boulder, CO",2020-02-29,1839.812041686908,575871.2924343337,95363.0,326831.0,6.03872877776846
"Pueblo, CO",2020-02-29,1011.099958927946,204846.4167928547,65161.0,169422.0,3.143696640518941
"Grand Junction, CO",2020-02-29,1130.34329184617,283364.0154306863,64722.0,159681.0,4.3781714939384795
